,pdu_power,pdu_energy,pdu_current,pdu_voltage,pdu_pf,time_stamp
0,135.16,352.129,0.62,218,0.91,2024-08-15 10:51:32.890
1,135.222,352.129,0.62,218.1,0.91,2024-08-15 10:51:33.890
2,135.222,363.019587628866,0.62,218.1,0.91,2024-08-15 10:51:34.890
3,135.16,366.8010416666667,0.62,218,0.91,2024-08-15 10:51:35.890
4,143.88,384.4584615384615,0.66,218,0.94,2024-08-15 10:51:36.890
5,139.648,378.6333333333334,0.64,218.2,0.99,2024-08-15 10:51:37.890
6,139.648,380.61570680628273,0.64,218.2,0.99,2024-08-15 10:51:38.890
7,135.346,370.66210526315797,0.62,218.3,0.95,2024-08-15 10:51:39.890
8,135.346,370.66210526315797,0.62,218.3,0.95,2024-08-15 10:51:40.890
9,135.346,361.1579487179487,0.62,218.3,0.95,2024-08-15 10:51:41.890
10,135.16,361.1579487179487,0.62,218,0.95,2024-08-15 10:51:42.890
11,128.62,350.8801047120418,0.59,218,0.95,2024-08-15 10:51:43.890
12,130.85999999999999,360.60317460317464,0.6,218.1,0.95,2024-08-15 10:51:44.890
13,130.74,360.60317460317464,0.6,217.9,0.95,2024-08-15 10:51:45.890
14,130.74,356.82722513089004,0.6,217.9,0.95,2024-08-15 10:51:46.890
15,130.92,356.82722513089004,0.6,218.2,0.95,2024-08-15 10:51:47.890
16,128.738,352.7268421052632,0.59,218.2,0.95,2024-08-15 10:51:48.890
17,126.38199999999999,352.31122994652407,0.58,217.9,0.94,2024-08-15 10:51:49.890
18,126.49799999999999,352.31122994652407,0.58,218.1,0.94,2024-08-15 10:51:50.890
19,126.49799999999999,352.31122994652407,0.58,218.1,0.94,2024-08-15 10:51:51.890
20,126.38199999999999,354.20537634408606,0.58,217.9,0.94,2024-08-15 10:51:52.890
21,126.38199999999999,350.4372340425532,0.58,217.9,0.94,2024-08-15 10:51:53.890
22,126.38199999999999,350.4372340425532,0.58,217.9,0.95,2024-08-15 10:51:54.890
23,128.561,354.5931216931217,0.59,217.9,0.95,2024-08-15 10:51:55.890
24,128.561,352.7268421052632,0.59,217.9,0.95,2024-08-15 10:51:56.890
25,128.62,354.5931216931217,0.59,218,0.95,2024-08-15 10:51:57.890
26,135.16,364.900518134715,0.62,218,0.95,2024-08-15 10:51:58.890
27,135.16,364.900518134715,0.62,218,0.95,2024-08-15 10:51:59.890
28,126.44,348.58306878306877,0.58,218,0.94,2024-08-15 10:52:00.890
29,126.55599999999998,344.93298429319367,0.58,218.2,0.94,2024-08-15 10:52:01.890
30,126.38199999999999,344.93298429319367,0.58,217.9,0.94,2024-08-15 10:52:02.890
31,126.38199999999999,337.85743589743583,0.58,217.9,0.94,2024-08-15 10:52:03.890
32,126.20799999999998,337.85743589743583,0.58,217.6,0.94,2024-08-15 10:52:04.890
33,126.20799999999998,337.85743589743583,0.58,217.6,0.94,2024-08-15 10:52:05.890
34,135.098,366.8010416666667,0.62,217.9,0.95,2024-08-15 10:52:06.890
35,135.098,366.8010416666667,0.62,217.9,0.95,2024-08-15 10:52:07.890
36,135.098,364.900518134715,0.62,217.9,0.95,2024-08-15 10:52:08.890
37,135.284,368.72146596858636,0.62,218.2,0.95,2024-08-15 10:52:09.890
38,128.738,354.5931216931217,0.59,218.2,0.95,2024-08-15 10:52:10.890
39,128.738,354.5931216931217,0.59,218.2,0.94,2024-08-15 10:52:11.890
40,126.55599999999998,352.31122994652407,0.58,218.2,0.94,2024-08-15 10:52:12.890
41,126.49799999999999,354.20537634408606,0.58,218.1,0.94,2024-08-15 10:52:13.890
42,126.55599999999998,352.31122994652407,0.58,218.2,0.94,2024-08-15 10:52:14.890
43,133.102,366.6132275132275,0.61,218.2,0.95,2024-08-15 10:52:15.890
44,132.98,366.6132275132275,0.61,218,0.95,2024-08-15 10:52:16.890
45,135.16,368.72146596858636,0.62,218,0.95,2024-08-15 10:52:17.890
46,135.098,366.8010416666667,0.62,217.9,0.95,2024-08-15 10:52:18.890
47,135.222,366.8010416666667,0.62,218.1,0.95,2024-08-15 10:52:19.890
48,130.85999999999999,358.70526315789476,0.6,218.1,0.95,2024-08-15 10:52:20.890
49,130.79999999999998,356.82722513089004,0.6,218,0.95,2024-08-15 10:52:21.890
50,137.34,368.8747422680413,0.63,218,0.95,2024-08-15 10:52:22.890
51,137.46599999999998,370.7860103626943,0.63,218.2,0.95,2024-08-15 10:52:23.890
52,137.529,370.7860103626943,0.63,218.3,0.95,2024-08-15 10:52:24.890
53,135.346,366.8010416666667,0.62,218.3,0.95,2024-08-15 10:52:25.890
54,135.222,368.72146596858636,0.62,218.1,0.95,2024-08-15 10:52:26.890
55,133.041,360.88489583333336,0.61,218.1,0.95,2024-08-15 10:52:27.890
56,133.102,360.88489583333336,0.61,218.2,0.95,2024-08-15 10:52:28.890
57,130.92,360.60317460317464,0.6,218.2,0.95,2024-08-15 10:52:29.890
58,130.98,358.70526315789476,0.6,218.3,0.94,2024-08-15 10:52:30.890
59,131.04,362.5212765957447,0.6,218.4,0.94,2024-08-15 10:52:31.890
60,126.672,352.31122994652407,0.58,218.4,0.95,2024-08-15 10:52:32.890
61,126.44,352.31122994652407,0.58,218,0.95,2024-08-15 10:52:33.890
62,135.16,364.900518134715,0.62,218,0.95,2024-08-15 10:52:34.890
63,135.284,355.6858585858586,0.62,218.2,0.95,2024-08-15 10:52:35.890
64,135.222,355.6858585858586,0.62,218.1,0.95,2024-08-15 10:52:36.890
65,137.403,359.60653266331667,0.63,218.1,0.95,2024-08-15 10:52:37.890
66,137.529,366.9830769230769,0.63,218.3,0.95,2024-08-15 10:52:38.890
67,133.163,360.88489583333336,0.61,218.3,0.95,2024-08-15 10:52:39.890
68,133.102,359.01502590673573,0.61,218.2,0.95,2024-08-15 10:52:40.890
69,133.163,359.01502590673573,0.61,218.3,0.95,2024-08-15 10:52:41.890
70,130.98,354.96875,0.6,218.3,0.95,2024-08-15 10:52:42.890
71,130.98,356.82722513089004,0.6,218.3,0.95,2024-08-15 10:52:43.890
72,126.614,356.12,0.58,218.3,0.94,2024-08-15 10:52:44.890
73,126.672,356.12,0.58,218.4,0.94,2024-08-15 10:52:45.890
74,126.672,343.13645833333334,0.58,218.4,0.94,2024-08-15 10:52:46.890
75,131.04,351.3092783505155,0.6,218.4,0.95,2024-08-15 10:52:47.890
76,131.04,351.3092783505155,0.6,218.4,0.95,2024-08-15 10:52:48.890
77,131.04,358.70526315789476,0.6,218.4,0.95,2024-08-15 10:52:49.890
78,130.92,358.70526315789476,0.6,218.2,0.95,2024-08-15 10:52:50.890
79,130.92,360.60317460317464,0.6,218.2,0.95,2024-08-15 10:52:51.890
80,137.529,372.7171875,0.63,218.3,0.95,2024-08-15 10:52:52.890
81,137.403,372.7171875,0.63,218.1,0.95,2024-08-15 10:52:53.890
82,126.49799999999999,350.4372340425532,0.58,218.1,0.94,2024-08-15 10:52:54.890
83,126.49799999999999,350.4372340425532,0.58,218.1,0.94,2024-08-15 10:52:55.890
84,126.49799999999999,350.4372340425532,0.58,218.1,0.94,2024-08-15 10:52:56.890
85,130.74,362.5212765957447,0.6,217.9,0.95,2024-08-15 10:52:57.890
86,130.74,362.5212765957447,0.6,217.9,0.95,2024-08-15 10:52:58.890
87,135.098,370.66210526315797,0.62,217.9,0.95,2024-08-15 10:52:59.890
88,135.284,372.62328042328045,0.62,218.2,0.95,2024-08-15 10:53:00.890
89,130.92,358.70526315789476,0.6,218.2,0.95,2024-08-15 10:53:01.890
90,130.92,358.70526315789476,0.6,218.2,0.95,2024-08-15 10:53:02.890
91,130.92,360.60317460317464,0.6,218.2,0.95,2024-08-15 10:53:03.890
92,135.222,368.72146596858636,0.62,218.1,0.95,2024-08-15 10:53:04.890
93,135.346,370.66210526315797,0.62,218.3,0.95,2024-08-15 10:53:05.890
94,130.98,351.3092783505155,0.6,218.3,0.95,2024-08-15 10:53:06.890
95,130.79999999999998,351.3092783505155,0.6,218,0.95,2024-08-15 10:53:07.890
96,130.79999999999998,356.82722513089004,0.6,218,0.95,2024-08-15 10:53:08.890
97,143.946,380.5553299492386,0.66,218.1,0.95,2024-08-15 10:53:09.890
98,144.144,380.5553299492386,0.66,218.4,0.95,2024-08-15 10:53:10.890
99,131.04,356.82722513089004,0.6,218.4,0.95,2024-08-15 10:53:11.890
100,131.04,354.96875,0.6,218.4,0.95,2024-08-15 10:53:12.890
101,131.04,358.70526315789476,0.6,218.4,0.95,2024-08-15 10:53:13.890
102,128.797,354.5931216931217,0.59,218.3,0.95,2024-08-15 10:53:14.890
103,128.856,354.5931216931217,0.59,218.4,0.95,2024-08-15 10:53:15.890
104,128.856,356.47925531914893,0.59,218.4,0.94,2024-08-15 10:53:16.890
105,128.915,356.47925531914893,0.59,218.5,0.94,2024-08-15 10:53:17.890
106,128.915,360.31236559139785,0.59,218.5,0.94,2024-08-15 10:53:18.890
107,128.915,360.31236559139785,0.59,218.5,0.94,2024-08-15 10:53:19.890
108,128.915,360.31236559139785,0.59,218.5,0.94,2024-08-15 10:53:20.890
109,133.163,366.6132275132275,0.61,218.3,0.95,2024-08-15 10:53:21.890
110,133.163,362.7743455497382,0.61,218.3,0.95,2024-08-15 10:53:22.890
111,131.04,364.4598930481283,0.6,218.4,0.95,2024-08-15 10:53:28.890
112,130.98,364.4598930481283,0.6,218.3,0.95,2024-08-15 10:53:29.890
113,130.98,356.82722513089004,0.6,218.3,0.95,2024-08-15 10:53:30.890
114,137.403,368.8747422680413,0.63,218.1,0.94,2024-08-15 10:53:31.890
115,137.529,368.8747422680413,0.63,218.3,0.94,2024-08-15 10:53:32.890
116,126.614,352.31122994652407,0.58,218.3,0.94,2024-08-15 10:53:33.890
117,126.55599999999998,352.31122994652407,0.58,218.2,0.94,2024-08-15 10:53:34.890
118,126.55599999999998,348.58306878306877,0.58,218.2,0.94,2024-08-15 10:53:35.890
119,126.614,348.58306878306877,0.58,218.3,0.94,2024-08-15 10:53:36.890
120,128.797,352.7268421052632,0.59,218.3,0.95,2024-08-15 10:53:37.890
121,128.856,356.47925531914893,0.59,218.4,0.95,2024-08-15 10:53:38.890
122,128.915,349.0526041666667,0.59,218.5,0.95,2024-08-15 10:53:39.890
123,128.915,360.31236559139785,0.59,218.5,0.95,2024-08-15 10:53:40.890
124,128.856,360.31236559139785,0.59,218.4,0.95,2024-08-15 10:53:41.890
125,150.696,399.88316326530617,0.69,218.4,0.95,2024-08-15 10:53:42.890
126,128.797,360.31236559139785,0.59,218.3,0.94,2024-08-15 10:53:43.890
127,128.738,360.31236559139785,0.59,218.2,0.94,2024-08-15 10:53:44.890
128,128.738,358.3855614973262,0.59,218.2,0.94,2024-08-15 10:53:45.890
129,128.797,352.7268421052632,0.59,218.3,0.94,2024-08-15 10:53:46.890
130,128.797,354.5931216931217,0.59,218.3,0.94,2024-08-15 10:53:47.890
131,126.614,350.4372340425532,0.58,218.3,0.94,2024-08-15 10:53:48.890
132,126.614,350.4372340425532,0.58,218.3,0.94,2024-08-15 10:53:49.890
133,130.98,364.4598930481283,0.6,218.3,0.95,2024-08-15 10:53:50.890
134,131.04,362.5212765957447,0.6,218.4,0.95,2024-08-15 10:53:51.890
135,131.04,354.96875,0.6,218.4,0.95,2024-08-15 10:53:52.890
136,131.04,354.96875,0.6,218.4,0.95,2024-08-15 10:53:53.890
137,133.224,359.0150259067358,0.61,218.4,0.95,2024-08-15 10:53:54.890
138,126.672,346.7484210526316,0.58,218.4,0.94,2024-08-15 10:53:55.890
139,126.614,352.3422459893048,0.58,218.3,0.94,2024-08-15 10:53:56.890
140,126.614,352.3422459893048,0.58,218.3,0.94,2024-08-15 10:53:57.890
141,126.672,352.3422459893048,0.58,218.4,0.94,2024-08-15 10:53:58.890
142,126.672,352.3422459893048,0.58,218.4,0.94,2024-08-15 10:53:59.890
143,128.856,356.51063829787233,0.59,218.4,0.94,2024-08-15 10:54:00.890
144,128.797,356.51063829787233,0.59,218.3,0.94,2024-08-15 10:54:01.890
145,128.797,358.4171122994652,0.59,218.3,0.94,2024-08-15 10:54:02.890
146,128.856,358.4171122994652,0.59,218.4,0.94,2024-08-15 10:54:03.890
147,133.224,368.59574468085106,0.61,218.4,0.94,2024-08-15 10:54:04.890
148,130.98,362.5531914893617,0.6,218.3,0.95,2024-08-15 10:54:05.890
149,130.98,362.5531914893617,0.6,218.3,0.95,2024-08-15 10:54:06.890
150,126.49799999999999,350.468085106383,0.58,218.1,0.94,2024-08-15 10:54:07.890
151,126.55599999999998,346.7789473684211,0.58,218.2,0.94,2024-08-15 10:54:08.890
152,126.55599999999998,344.96335078534025,0.58,218.2,0.94,2024-08-15 10:54:09.890
153,126.614,344.96335078534025,0.58,218.3,0.94,2024-08-15 10:54:10.890
154,126.614,344.96335078534025,0.58,218.3,0.94,2024-08-15 10:54:11.890
155,137.34,357.84,0.63,218,0.95,2024-08-15 10:54:12.890
156,137.403,363.2893401015228,0.63,218.1,0.95,2024-08-15 10:54:13.890
157,137.403,370.81865284974094,0.63,218.1,0.95,2024-08-15 10:54:14.890
158,137.529,370.81865284974094,0.63,218.3,0.95,2024-08-15 10:54:15.890
159,133.163,362.806282722513,0.61,218.3,0.95,2024-08-15 10:54:16.890
160,131.04,356.85863874345546,0.6,218.4,0.95,2024-08-15 10:54:17.890
161,131.04,345.989847715736,0.6,218.4,0.95,2024-08-15 10:54:18.890
162,131.04,349.5384615384615,0.6,218.4,0.95,2024-08-15 10:54:19.890
163,131.04,358.7368421052631,0.6,218.4,0.95,2024-08-15 10:54:20.890
164,126.672,354.23655913978496,0.58,218.4,0.94,2024-08-15 10:54:21.890
165,126.49799999999999,354.23655913978496,0.58,218.1,0.95,2024-08-15 10:54:22.890
166,139.584,376.7046632124352,0.64,218.1,0.95,2024-08-15 10:54:23.890
167,139.776,380.6492146596858,0.64,218.4,0.95,2024-08-15 10:54:24.890
168,139.776,378.6666666666667,0.64,218.4,0.95,2024-08-15 10:54:25.890
169,133.224,368.59574468085106,0.61,218.4,0.95,2024-08-15 10:54:26.890
170,133.285,368.59574468085106,0.61,218.5,0.95,2024-08-15 10:54:27.890
171,128.915,360.34408602150535,0.59,218.5,0.94,2024-08-15 10:54:28.890
172,128.797,358.4171122994652,0.59,218.3,0.97,2024-08-15 10:54:29.890
173,128.856,354.6243386243386,0.59,218.4,0.97,2024-08-15 10:54:30.890
174,128.856,356.51063829787233,0.59,218.4,0.97,2024-08-15 10:54:31.890
175,128.738,356.51063829787233,0.59,218.2,0.97,2024-08-15 10:54:32.890
176,126.55599999999998,352.3422459893048,0.58,218.2,0.94,2024-08-15 10:54:33.890
177,135.346,370.69473684210527,0.62,218.3,0.95,2024-08-15 10:54:34.890
178,135.222,368.7539267015706,0.62,218.1,0.95,2024-08-15 10:54:35.890
179,135.222,366.83333333333337,0.62,218.1,0.95,2024-08-15 10:54:36.890
180,135.284,364.9326424870466,0.62,218.2,0.95,2024-08-15 10:54:37.890
181,133.102,364.7157894736842,0.61,218.2,0.95,2024-08-15 10:54:38.890
182,133.224,364.7157894736842,0.61,218.4,0.94,2024-08-15 10:54:39.890
183,126.672,352.3422459893048,0.58,218.4,0.94,2024-08-15 10:54:40.890
184,126.72999999999999,343.16666666666663,0.58,218.5,0.94,2024-08-15 10:54:41.890
185,126.44,337.8871794871794,0.58,218,0.94,2024-08-15 10:54:42.890
186,130.79999999999998,351.340206185567,0.6,218,0.95,2024-08-15 10:54:43.890
187,130.74,351.340206185567,0.6,217.9,0.95,2024-08-15 10:54:44.890
188,141.63500000000002,378.66666666666663,0.65,217.9,0.95,2024-08-15 10:54:45.890
189,141.96,380.61855670103097,0.65,218.4,0.95,2024-08-15 10:54:46.890
190,141.96,378.66666666666663,0.65,218.4,0.95,2024-08-15 10:54:47.890
191,128.856,354.6243386243386,0.59,218.4,0.95,2024-08-15 10:54:48.890
192,128.856,358.4171122994652,0.59,218.4,0.95,2024-08-15 10:54:49.890
193,126.672,354.23655913978496,0.58,218.4,0.95,2024-08-15 10:54:50.890
194,126.672,354.23655913978496,0.58,218.4,0.95,2024-08-15 10:54:51.890
195,126.78799999999998,350.468085106383,0.58,218.6,0.95,2024-08-15 10:54:52.890
196,133.346,362.806282722513,0.61,218.6,0.95,2024-08-15 10:54:53.890
197,133.346,362.806282722513,0.61,218.6,0.95,2024-08-15 10:54:54.890
198,128.974,358.4171122994652,0.59,218.6,0.94,2024-08-15 10:54:55.890
199,128.797,358.4171122994652,0.59,218.3,0.94,2024-08-15 10:54:56.890
200,135.346,368.7539267015706,0.62,218.3,0.94,2024-08-15 10:54:57.890
201,135.40800000000002,372.65608465608466,0.62,218.4,0.95,2024-08-15 10:54:58.890
202,135.53199999999998,368.7539267015706,0.62,218.6,0.95,2024-08-15 10:54:59.890
203,142.09,384.58333333333337,0.65,218.6,0.95,2024-08-15 10:55:00.890
204,142.09,384.58333333333337,0.65,218.6,0.95,2024-08-15 10:55:01.890
205,126.78799999999998,354.23655913978496,0.58,218.6,0.94,2024-08-15 10:55:02.890
206,126.672,354.23655913978496,0.58,218.4,0.94,2024-08-15 10:55:03.890
207,126.672,350.468085106383,0.58,218.4,0.94,2024-08-15 10:55:04.890
208,135.40800000000002,366.83333333333337,0.62,218.4,0.95,2024-08-15 10:55:05.890
209,135.47,368.7539267015706,0.62,218.5,0.95,2024-08-15 10:55:06.890
210,133.285,366.64550264550263,0.61,218.5,0.95,2024-08-15 10:55:07.890
211,133.224,360.91666666666663,0.61,218.4,0.95,2024-08-15 10:55:08.890
212,133.163,360.91666666666663,0.61,218.3,0.95,2024-08-15 10:55:09.890
213,128.797,352.7578947368421,0.59,218.3,0.94,2024-08-15 10:55:10.890
214,128.856,352.7578947368421,0.59,218.4,0.94,2024-08-15 10:55:11.890
215,126.672,348.6137566137566,0.58,218.4,0.94,2024-08-15 10:55:12.890
216,126.614,348.6137566137566,0.58,218.3,0.94,2024-08-15 10:55:13.890
217,126.614,341.3886010362694,0.58,218.3,0.94,2024-08-15 10:55:14.890
218,128.856,345.4845360824742,0.59,218.4,0.95,2024-08-15 10:55:15.890
219,128.856,349.08333333333337,0.59,218.4,0.95,2024-08-15 10:55:16.890
220,144.144,386.4742268041237,0.66,218.4,0.95,2024-08-15 10:55:17.890
221,144.144,386.4742268041237,0.66,218.4,0.95,2024-08-15 10:55:18.890
222,144.144,386.4742268041237,0.66,218.4,0.95,2024-08-15 10:55:19.890
223,126.614,354.23655913978496,0.58,218.3,0.94,2024-08-15 10:55:20.890
224,126.72999999999999,352.3422459893048,0.58,218.5,0.94,2024-08-15 10:55:21.890
225,126.72999999999999,352.3422459893048,0.58,218.5,0.94,2024-08-15 10:55:22.890
226,126.44,354.23655913978496,0.58,218,0.94,2024-08-15 10:55:23.890
227,126.44,350.468085106383,0.58,218,0.94,2024-08-15 10:55:24.890
228,126.49799999999999,350.468085106383,0.58,218.1,0.94,2024-08-15 10:55:25.890
229,126.44,348.6137566137566,0.58,218,0.94,2024-08-15 10:55:26.890
230,132.98,360.91666666666663,0.61,218,0.95,2024-08-15 10:55:27.890
231,133.041,359.0466321243523,0.61,218.1,0.95,2024-08-15 10:55:28.890
232,130.85999999999999,356.85863874345546,0.6,218.1,0.95,2024-08-15 10:55:29.890
233,131.04,356.85863874345546,0.6,218.4,0.95,2024-08-15 10:55:30.890
234,131.04,358.7368421052631,0.6,218.4,0.95,2024-08-15 10:55:31.890
235,135.40800000000002,366.83333333333337,0.62,218.4,0.95,2024-08-15 10:55:32.890
236,135.284,363.0515463917526,0.62,218.2,0.95,2024-08-15 10:55:33.890
237,128.738,358.4171122994652,0.59,218.2,0.94,2024-08-15 10:55:34.890
238,128.738,358.4171122994652,0.59,218.2,0.94,2024-08-15 10:55:35.890
239,128.738,358.4171122994652,0.59,218.2,0.94,2024-08-15 10:55:36.890
240,135.284,370.69473684210527,0.62,218.2,0.94,2024-08-15 10:55:37.890
241,135.222,366.83333333333337,0.62,218.1,0.94,2024-08-15 10:55:38.890
242,139.584,376.7046632124352,0.64,218.1,0.95,2024-08-15 10:55:39.890
243,139.776,374.7628865979381,0.64,218.4,0.95,2024-08-15 10:55:40.890
244,139.776,370.9387755102041,0.64,218.4,0.95,2024-08-15 10:55:41.890
245,137.655,367.01538461538456,0.63,218.5,0.95,2024-08-15 10:55:42.890
246,137.655,370.81865284974094,0.63,218.5,0.95,2024-08-15 10:55:43.890
247,131.1,360.6349206349206,0.6,218.5,0.95,2024-08-15 10:55:44.890
248,130.92,356.85863874345546,0.6,218.2,0.95,2024-08-15 10:55:45.890
249,130.92,347.7551020408163,0.6,218.2,0.95,2024-08-15 10:55:46.890
250,130.92,347.7551020408163,0.6,218.2,0.95,2024-08-15 10:55:47.890
251,133.102,351.756345177665,0.61,218.2,0.95,2024-08-15 10:55:48.890
252,144.012,376.7638190954774,0.66,218.2,0.95,2024-08-15 10:55:49.890
253,143.946,374.88,0.66,218.1,0.95,2024-08-15 10:55:50.890
254,126.49799999999999,348.6137566137566,0.58,218.1,0.95,2024-08-15 10:55:51.890
255,126.55599999999998,348.6137566137566,0.58,218.2,0.95,2024-08-15 10:55:52.890
256,126.55599999999998,352.3422459893048,0.58,218.2,0.94,2024-08-15 10:55:53.890
257,133.163,364.7157894736842,0.61,218.3,0.95,2024-08-15 10:55:54.890
258,133.163,364.7157894736842,0.61,218.3,0.95,2024-08-15 10:55:55.890
259,137.529,372.75,0.63,218.3,0.95,2024-08-15 10:55:56.890
260,137.15099999999998,342.4306220095694,0.63,217.7,0.95,2024-08-15 10:55:57.890
261,137.15099999999998,372.75,0.63,217.7,0.95,2024-08-15 10:55:58.890
262,130.79999999999998,360.6349206349206,0.6,218,0.95,2024-08-15 10:55:59.890
263,130.79999999999998,360.6349206349206,0.6,218,0.95,2024-08-15 10:56:00.890
264,132.98,364.7157894736842,0.61,218,0.95,2024-08-15 10:56:01.890
265,133.041,362.806282722513,0.61,218.1,0.95,2024-08-15 10:56:02.890
266,133.041,366.64550264550263,0.61,218.1,0.95,2024-08-15 10:56:03.890
267,133.102,366.64550264550263,0.61,218.2,0.95,2024-08-15 10:56:04.890
268,126.55599999999998,354.23655913978496,0.58,218.2,0.94,2024-08-15 10:56:05.890
269,135.346,370.69473684210527,0.62,218.3,0.94,2024-08-15 10:56:06.890
270,135.098,368.7539267015706,0.62,217.9,0.94,2024-08-15 10:56:07.890
271,135.098,368.7539267015706,0.62,217.9,0.94,2024-08-15 10:56:08.890
272,135.098,368.7539267015706,0.62,217.9,0.94,2024-08-15 10:56:09.890
273,135.098,368.7539267015706,0.62,217.9,0.95,2024-08-15 10:56:10.890
274,132.98,364.7157894736842,0.61,218,0.95,2024-08-15 10:56:11.890
275,132.858,360.91666666666663,0.61,217.8,0.95,2024-08-15 10:56:12.890
276,132.858,360.91666666666663,0.61,217.8,0.95,2024-08-15 10:56:13.890
277,132.858,364.7157894736842,0.61,217.8,0.95,2024-08-15 10:56:14.890
278,126.324,354.23655913978496,0.58,217.8,0.94,2024-08-15 10:56:15.890
279,135.036,370.69473684210527,0.62,217.8,0.95,2024-08-15 10:56:16.890
280,135.036,370.69473684210527,0.62,217.8,0.95,2024-08-15 10:56:17.890
281,132.797,353.55102040816325,0.61,217.7,0.95,2024-08-15 10:56:18.890
282,132.858,346.48,0.61,217.8,0.95,2024-08-15 10:56:19.890
283,132.858,360.91666666666663,0.61,217.8,0.94,2024-08-15 10:56:20.890
284,132.858,360.91666666666663,0.61,217.8,0.94,2024-08-15 10:56:21.890
285,143.74800000000002,380.5888324873097,0.66,217.8,0.95,2024-08-15 10:56:22.890
286,135.098,366.83333333333337,0.62,217.9,0.95,2024-08-15 10:56:23.890
287,135.16,363.0515463917526,0.62,218,0.95,2024-08-15 10:56:24.890
288,135.16,366.83333333333337,0.62,218,0.95,2024-08-15 10:56:25.890
289,135.222,366.83333333333337,0.62,218.1,0.95,2024-08-15 10:56:26.890
290,130.85999999999999,358.7368421052631,0.6,218.1,0.95,2024-08-15 10:56:27.890
291,126.614,350.468085106383,0.58,218.3,0.95,2024-08-15 10:56:28.890
292,126.55599999999998,352.3422459893048,0.58,218.2,0.95,2024-08-15 10:56:29.890
293,126.55599999999998,352.3422459893048,0.58,218.2,0.95,2024-08-15 10:56:30.890
294,126.78799999999998,352.3422459893048,0.58,218.6,0.95,2024-08-15 10:56:31.890
295,133.346,364.7157894736842,0.61,218.6,0.95,2024-08-15 10:56:32.890
296,126.614,354.23655913978496,0.58,218.3,0.94,2024-08-15 10:56:33.890
297,126.614,354.23655913978496,0.58,218.3,0.94,2024-08-15 10:56:34.890
298,126.614,348.6137566137566,0.58,218.3,0.94,2024-08-15 10:56:35.890
299,126.55599999999998,348.6137566137566,0.58,218.2,0.94,2024-08-15 10:56:36.890
300,130.92,356.85863874345546,0.6,218.2,0.94,2024-08-15 10:56:37.890
301,131.04,356.85863874345546,0.6,218.4,0.94,2024-08-15 10:56:38.890
302,131.04,360.6349206349206,0.6,218.4,0.95,2024-08-15 10:56:39.890
303,131.16,362.5531914893617,0.6,218.6,0.95,2024-08-15 10:56:40.890
304,131.16,362.5531914893617,0.6,218.6,0.95,2024-08-15 10:56:41.890
305,131.16,364.4919786096256,0.6,218.6,0.94,2024-08-15 10:56:42.890
306,131.22,364.4919786096256,0.6,218.7,0.94,2024-08-15 10:56:43.890
307,126.84599999999999,350.468085106383,0.58,218.7,0.94,2024-08-15 10:56:44.890
308,129.033,358.4171122994652,0.59,218.7,0.94,2024-08-15 10:56:45.890
309,129.151,356.51063829787233,0.59,218.9,0.94,2024-08-15 10:56:46.890
310,129.151,358.4171122994652,0.59,218.9,0.95,2024-08-15 10:56:47.890
311,129.033,349.08333333333337,0.59,218.7,0.95,2024-08-15 10:56:48.890
312,129.033,352.7578947368421,0.59,218.7,0.95,2024-08-15 10:56:49.890
313,129.033,340.2233502538071,0.59,218.7,0.95,2024-08-15 10:56:50.890
314,133.40699999999998,348.22110552763826,0.61,218.7,0.95,2024-08-15 10:56:51.890
315,133.224,359.04663212435236,0.61,218.4,0.95,2024-08-15 10:56:52.890
316,133.285,364.7157894736842,0.61,218.5,0.95,2024-08-15 10:56:53.890
317,144.21,384.49230769230763,0.66,218.5,0.95,2024-08-15 10:56:54.890
318,144.21,384.49230769230763,0.66,218.5,0.95,2024-08-15 10:56:55.890
319,128.915,356.51063829787233,0.59,218.5,0.95,2024-08-15 10:56:56.890
320,128.915,352.7578947368421,0.59,218.5,0.95,2024-08-15 10:56:57.890
321,128.856,350.91099476439786,0.59,218.4,0.95,2024-08-15 10:56:58.890
322,131.04,356.85863874345546,0.6,218.4,0.95,2024-08-15 10:56:59.890
323,131.16,356.85863874345546,0.6,218.6,0.95,2024-08-15 10:57:00.890
324,131.16,360.6349206349206,0.6,218.6,0.94,2024-08-15 10:57:01.890
325,131.22,358.7368421052631,0.6,218.7,0.94,2024-08-15 10:57:02.890
326,131.28,356.85863874345546,0.6,218.8,0.94,2024-08-15 10:57:03.890
327,126.904,348.6137566137566,0.58,218.8,0.94,2024-08-15 10:57:04.890
328,126.72999999999999,350.468085106383,0.58,218.5,0.94,2024-08-15 10:57:05.890
329,126.72999999999999,354.23655913978496,0.58,218.5,0.94,2024-08-15 10:57:06.890
330,126.672,354.23655913978496,0.58,218.4,0.95,2024-08-15 10:57:07.890
331,131.04,362.5531914893617,0.6,218.4,0.95,2024-08-15 10:57:08.890
332,130.98,364.4919786096256,0.6,218.3,0.95,2024-08-15 10:57:09.890
333,131.04,360.6349206349206,0.6,218.4,0.95,2024-08-15 10:57:10.890
334,128.856,358.4171122994652,0.59,218.4,0.94,2024-08-15 10:57:11.890
335,128.738,358.4171122994652,0.59,218.2,0.94,2024-08-15 10:57:12.890
336,137.46599999999998,356.05970149253733,0.63,218.2,0.95,2024-08-15 10:57:13.890
